ZIP_CODE,PO_NAME,STATE,ZIP_TYPE,ZCTA,zip_join_type
85756,Tucson,AZ,Zip Code Area,85756,Zip Matches ZCTA
85757,Tucson,AZ,Zip Code Area,85757,Zip Matches ZCTA
85775,Tucson,AZ,Post Office or large volume customer,85701,Spatial join to ZCTA
85901,Show Low,AZ,Zip Code Area,85901,Zip Matches ZCTA
85902,Show Low,AZ,Post Office or large volume customer,85901,Spatial join to ZCTA
85911,Cibecue,AZ,Post Office or large volume customer,85911,Zip Matches ZCTA
85912,White Mountain Lake,AZ,Post Office or large volume customer,85912,Zip Matches ZCTA
85920,Alpine,AZ,Zip Code Area,85920,Zip Matches ZCTA
85922,Blue,AZ,Zip Code Area,85922,Zip Matches ZCTA
85923,Clay Springs,AZ,Post Office or large volume customer,85923,Zip Matches ZCTA
85924,Concho,AZ,Zip Code Area,85924,Zip Matches ZCTA
85925,Eagar,AZ,Zip Code Area,85925,Zip Matches ZCTA
85926,Fort Apache,AZ,Post Office or large volume customer,85926,Zip Matches ZCTA
85927,Greer,AZ,Post Office or large volume customer,85927,Zip Matches ZCTA
85928,Heber,AZ,Zip Code Area,85928,Zip Matches ZCTA
85929,Lakeside,AZ,Zip Code Area,85929,Zip Matches ZCTA
85930,McNary,AZ,Post Office or large volume customer,85930,Zip Matches ZCTA
85931,Forest Lakes,AZ,Post Office or large volume customer,85931,Zip Matches ZCTA
85932,Nutrioso,AZ,Post Office or large volume customer,85932,Zip Matches ZCTA
85933,Overgaard,AZ,Zip Code Area,85933,Zip Matches ZCTA
85934,Pinedale,AZ,Post Office or large volume customer,85934,Zip Matches ZCTA
85935,Pinetop,AZ,Zip Code Area,85935,Zip Matches ZCTA
85936,Saint Johns,AZ,Zip Code Area,85936,Zip Matches ZCTA
85937,Snowflake,AZ,Zip Code Area,85937,Zip Matches ZCTA
85938,Springerville,AZ,Zip Code Area,85938,Zip Matches ZCTA
85939,Taylor,AZ,Zip Code Area,85939,Zip Matches ZCTA
85940,Vernon,AZ,Post Office or large volume customer,85940,Zip Matches ZCTA
85941,Whiteriver,AZ,Zip Code Area,85941,Zip Matches ZCTA
85942,Woodruff,AZ,Post Office or large volume customer,85942,Zip Matches ZCTA
86001,Flagstaff,AZ,Zip Code Area,86001,Zip Matches ZCTA
86002,Flagstaff,AZ,Post Office or large volume customer,86001,Spatial join to ZCTA
86003,Flagstaff,AZ,Post Office or large volume customer,86003,Zip Matches ZCTA
86004,Flagstaff,AZ,Zip Code Area,86004,Zip Matches ZCTA
86005,Flagstaff,AZ,Zip Code Area,86001,Spatial join to ZCTA
86011,Flagstaff,AZ,Zip Code Area,86011,Zip Matches ZCTA
86015,Bellemont,AZ,Post Office or large volume customer,86015,Zip Matches ZCTA
86016,Gray Mountain,AZ,Post Office or large volume customer,86016,Zip Matches ZCTA
86017,Munds Park,AZ,Zip Code Area,86017,Zip Matches ZCTA
86018,Parks,AZ,Post Office or large volume customer,86018,Zip Matches ZCTA
86020,Cameron,AZ,Post Office or large volume customer,86020,Zip Matches ZCTA
86021,Colorado City,AZ,Zip Code Area,86021,Zip Matches ZCTA
86022,Fredonia,AZ,Zip Code Area,86022,Zip Matches ZCTA
86023,Grand Canyon,AZ,Zip Code Area,86023,Zip Matches ZCTA
86024,Happy Jack,AZ,Zip Code Area,86024,Zip Matches ZCTA
86025,Holbrook,AZ,Zip Code Area,86025,Zip Matches ZCTA
86028,Petrified Forest Natl Pk,AZ,Zip Code Area,86028,Zip Matches ZCTA
86029,Sun Valley,AZ,Post Office or large volume customer,86029,Zip Matches ZCTA
86030,Hotevilla,AZ,Zip Code Area,86030,Zip Matches ZCTA
86031,Indian Wells,AZ,Post Office or large volume customer,86031,Zip Matches ZCTA
86032,Joseph City,AZ,Zip Code Area,86032,Zip Matches ZCTA
86033,Kayenta,AZ,Zip Code Area,86033,Zip Matches ZCTA
86034,Keams Canyon,AZ,Zip Code Area,86034,Zip Matches ZCTA
86035,Leupp,AZ,Zip Code Area,86035,Zip Matches ZCTA
86036,Marble Canyon,AZ,Zip Code Area,86036,Zip Matches ZCTA
86038,Mormon Lake,AZ,Zip Code Area,86038,Zip Matches ZCTA
86039,Kykotsmovi Village,AZ,Zip Code Area,86039,Zip Matches ZCTA
86040,Page,AZ,Zip Code Area,86040,Zip Matches ZCTA
86042,Polacca,AZ,Zip Code Area,86042,Zip Matches ZCTA
86043,Second Mesa,AZ,Zip Code Area,86043,Zip Matches ZCTA
86044,Tonalea,AZ,Zip Code Area,86044,Zip Matches ZCTA
86045,Tuba City,AZ,Zip Code Area,86045,Zip Matches ZCTA
86046,Williams,AZ,Zip Code Area,86046,Zip Matches ZCTA
86047,Winslow,AZ,Zip Code Area,86047,Zip Matches ZCTA
86052,North Rim,AZ,Zip Code Area,86052,Zip Matches ZCTA
86053,Kaibeto,AZ,Zip Code Area,86053,Zip Matches ZCTA
86054,Shonto,AZ,Zip Code Area,86054,Zip Matches ZCTA
86301,Prescott,AZ,Zip Code Area,86301,Zip Matches ZCTA
86302,Prescott,AZ,Post Office or large volume customer,86303,Spatial join to ZCTA
86303,Prescott,AZ,Zip Code Area,86303,Zip Matches ZCTA
86304,Prescott,AZ,Post Office or large volume customer,86301,Spatial join to ZCTA
86305,Prescott,AZ,Zip Code Area,86305,Zip Matches ZCTA
86312,Prescott Valley,AZ,Post Office or large volume customer,86314,Spatial join to ZCTA
86313,Prescott,AZ,Post Office or large volume customer,86313,Zip Matches ZCTA
86314,Prescott Valley,AZ,Zip Code Area,86314,Zip Matches ZCTA
86315,Prescott Valley,AZ,Zip Code Area,86315,Zip Matches ZCTA
86320,Ash Fork,AZ,Zip Code Area,86320,Zip Matches ZCTA
86321,Bagdad,AZ,Zip Code Area,86321,Zip Matches ZCTA
86322,Camp Verde,AZ,Zip Code Area,86322,Zip Matches ZCTA
86323,Chino Valley,AZ,Zip Code Area,86323,Zip Matches ZCTA
86324,Clarkdale,AZ,Zip Code Area,86324,Zip Matches ZCTA
86325,Cornville,AZ,Zip Code Area,86325,Zip Matches ZCTA
86326,Cottonwood,AZ,Zip Code Area,86326,Zip Matches ZCTA
86327,Dewey,AZ,Zip Code Area,86327,Zip Matches ZCTA
86329,Humboldt,AZ,Post Office or large volume customer,86329,Zip Matches ZCTA
86331,Jerome,AZ,Zip Code Area,86331,Zip Matches ZCTA
86332,Kirkland,AZ,Zip Code Area,86332,Zip Matches ZCTA
86333,Mayer,AZ,Zip Code Area,86333,Zip Matches ZCTA
86334,Paulden,AZ,Zip Code Area,86334,Zip Matches ZCTA
86335,Rimrock,AZ,Zip Code Area,86335,Zip Matches ZCTA
86336,Sedona,AZ,Zip Code Area,86336,Zip Matches ZCTA
86337,Seligman,AZ,Zip Code Area,86337,Zip Matches ZCTA
86338,Skull Valley,AZ,Post Office or large volume customer,86338,Zip Matches ZCTA
86339,Sedona,AZ,Post Office or large volume customer,86336,Spatial join to ZCTA
86340,Sedona,AZ,Post Office or large volume customer,86336,Spatial join to ZCTA
86341,Sedona,AZ,Post Office or large volume customer,86351,Spatial join to ZCTA
86342,Lake Montezuma,AZ,Post Office or large volume customer,86335,Spatial join to ZCTA
86343,Crown King,AZ,Zip Code Area,86343,Zip Matches ZCTA
86351,Sedona,AZ,Zip Code Area,86351,Zip Matches ZCTA
86401,Kingman,AZ,Zip Code Area,86401,Zip Matches ZCTA
86402,Kingman,AZ,Post Office or large volume customer,86401,Spatial join to ZCTA
86403,Lake Havasu City,AZ,Zip Code Area,86403,Zip Matches ZCTA
86404,Lake Havasu City,AZ,Zip Code Area,86404,Zip Matches ZCTA
86405,Lake Havasu City,AZ,Post Office or large volume customer,86403,Spatial join to ZCTA
86406,Lake Havasu City,AZ,Zip Code Area,86406,Zip Matches ZCTA
86409,Kingman,AZ,Zip Code Area,86409,Zip Matches ZCTA
86411,Hackberry,AZ,Zip Code Area,86411,Zip Matches ZCTA
86412,Hualapai,AZ,Post Office or large volume customer,86409,Spatial join to ZCTA
86413,Golden Valley,AZ,Zip Code Area,86413,Zip Matches ZCTA
86426,Fort Mohave,AZ,Zip Code Area,86426,Zip Matches ZCTA
86427,Fort Mohave,AZ,Post Office or large volume customer,86426,Spatial join to ZCTA
86429,Bullhead City,AZ,Zip Code Area,86429,Zip Matches ZCTA
86430,Bullhead City,AZ,Post Office or large volume customer,86429,Spatial join to ZCTA
86431,Chloride,AZ,Post Office or large volume customer,86431,Zip Matches ZCTA
86432,Littlefield,AZ,Zip Code Area,86432,Zip Matches ZCTA
86433,Oatman,AZ,Zip Code Area,86433,Zip Matches ZCTA
86434,Peach Springs,AZ,Zip Code Area,86434,Zip Matches ZCTA
86435,Supai,AZ,Zip Code Area,86435,Zip Matches ZCTA
86436,Topock,AZ,Zip Code Area,86436,Zip Matches ZCTA
86437,Valentine,AZ,Post Office or large volume customer,86437,Zip Matches ZCTA
86438,Yucca,AZ,Post Office or large volume customer,86438,Zip Matches ZCTA
86439,Bullhead City,AZ,Post Office or large volume customer,86442,Spatial join to ZCTA
86440,Mohave Valley,AZ,Zip Code Area,86440,Zip Matches ZCTA
86441,Dolan Springs,AZ,Zip Code Area,86441,Zip Matches ZCTA
86442,Bullhead City,AZ,Zip Code Area,86442,Zip Matches ZCTA
86443,Temple Bar Marina,AZ,Post Office or large volume customer,86443,Zip Matches ZCTA
86444,Meadview,AZ,Zip Code Area,86444,Zip Matches ZCTA
86445,Willow Beach,AZ,Zip Code Area,86445,Zip Matches ZCTA
86446,Mohave Valley,AZ,Post Office or large volume customer,86440,Spatial join to ZCTA
86502,Chambers,AZ,Zip Code Area,86502,Zip Matches ZCTA
86503,Chinle,AZ,Zip Code Area,86503,Zip Matches ZCTA
86504,Fort Defiance,AZ,Post Office or large volume customer,86504,Zip Matches ZCTA
86505,Ganado,AZ,Zip Code Area,86505,Zip Matches ZCTA
86506,Houck,AZ,Post Office or large volume customer,86506,Zip Matches ZCTA
86507,Lukachukai,AZ,Zip Code Area,86507,Zip Matches ZCTA
86508,Lupton,AZ,Post Office or large volume customer,86508,Zip Matches ZCTA
86510,Pinon,AZ,Zip Code Area,86510,Zip Matches ZCTA
86511,Saint Michaels,AZ,Zip Code Area,86511,Zip Matches ZCTA
86512,Sanders,AZ,Post Office or large volume customer,86512,Zip Matches ZCTA
86514,Teec Nos Pos,AZ,Zip Code Area,86514,Zip Matches ZCTA
86515,Window Rock,AZ,Post Office or large volume customer,86515,Zip Matches ZCTA
86520,Blue Gap,AZ,Post Office or large volume customer,86520,Zip Matches ZCTA
86535,Dennehotso,AZ,Zip Code Area,86535,Zip Matches ZCTA
86538,Many Farms,AZ,Zip Code Area,86538,Zip Matches ZCTA
86540,Nazlini,AZ,Post Office or large volume customer,86540,Zip Matches ZCTA
86544,Red Valley,AZ,Post Office or large volume customer,86544,Zip Matches ZCTA
86545,Rock Point,AZ,Post Office or large volume customer,86545,Zip Matches ZCTA
86547,Round Rock,AZ,Post Office or large volume customer,86547,Zip Matches ZCTA
86556,Tsaile,AZ,Zip Code Area,86556,Zip Matches ZCTA
